Movie,Rating,Genre,Genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misery,7.8,Thriller,Suspenseful,Captivating,Tense,Atmospheric,Bleak,Scary,Disturbing,mentally_unstable,obsession,captivity,isolation,psychological,Confined,Danger,Mind_and_soul,vengeance,kidnapping,Crimes,Deadly,Rivalry,THRILLER,HORROR,20th_century,80s,Colorado,USA,Indoors,award_winner,critically_acclaimed,Essential,oscar_winner,Modern_classic,Golden_globe_winner,Prestigious_Awards,Strong_Female_Presence,based_on_book,Serious,Realistic,Profanity,Violent_Content,,,,,,,,,,
Blue Velvet,7.8,Drama,Atmospheric,Sexual,Suspenseful,Captivating,Disturbing,Offbeat,Sexy,innocence_lost,suburban_life,woman_in_danger,americana,Crimes,Danger,Way_of_Life,Mind_and_soul,Society,amateur_detective,investigation,social_decay,psychopath,DRAMA,MYSTERY,independent,CRIME,THRILLER,20th_century,80s,Small_town,Suburbs,award_winner,controversial,critically_acclaimed,cult,Original,Neo_noir,surreal,Postmodernism,Serious,Realistic,Drugs/Alcohol,Strong_Sexual_Content,Nudity,Profanity,Strong_Violent_Content,,,,,,
Empire of the Sun,7.8,Drama,Emotional,Captivating,Touching,Atmospheric,Gloomy,young_heroes,survival,innocence_lost,captivity,child_in_danger,wartime_life,coming_of_age,Confined,Danger,Escapades,Heroes,Hopes,Mind_and_soul,Society,Youth,Power_relations,Life_is_a_bitch,human_spirit,teaching_the_ways_of_the_world,political_unrest,DRAMA,PERIOD,WAR,biography,20th_century,40s,World_War_2,Asia,China,Prison,award_winner,critically_acclaimed,Epic,based_on_book,based_on_true_story,Serious,Realistic,Special_effects,Profanity,Violent_Content,,,,,
Airplane!,7.8,Comedy,Humorous,Exciting,Witty,goofy_hero,rescue,save_the_day,nothing_goes_right,Danger,Escapades,Heroes,Disorder,disaster,COMEDY,PARODY,20th_century,70s,Airplane,award_winner,critically_acclaimed,Modern_classic,Silly_Humor,Ensemble_cast,Hollywood_Tone,Not_Serious,Semi_fantastic,Fast,,,,,,,,,,,,,,,,,,,,,,,,
Ghostbusters,7.8,Comedy,Humorous,Offbeat,Witty,ghost,friendship,Danger,Heroes,Misfit,Supernatural,anti_heroes,buddies,underdog,chase,race_against_time,rescue,chaos_and_mayhem,heroic_mission,Chaos,Friends,COMEDY,FANTASY,SCI-FI,ACTION,20th_century,80s,New_York,USA,award_winner,blockbuster,critically_acclaimed,Modern_classic,Grossout_humor,Silly_Humor,Hollywood_Tone,Not_Serious,Fantastic,Fast,Pop,Rock,Mild_Violent_Content,,,,,,,,,,
Zelig,7.8,Comedy,Clever,Humorous,Offbeat,Witty,Biting,switching_roles,Artists_and_showbiz,Supernatural,Media,Mind_and_soul,fall_in_love,supernatural_ability,introspection,celebrity_culture,media_satire,COMEDY,independent,Mockumentary,20s,30s,20th_century,award_winner,critically_acclaimed,Essential,Original,Satire,Fake_documentary,Voice_over,surreal,Postmodernism,Talky,Not_Serious,Fantastic,B&W,Special_effects,,,,,,,,,,,,,,,
Back to the Future 2,7.8,Comedy,Humorous,Exciting,Clever,Stylized,misfit_partners,odd_couple,changing_the_past_or_future,race_against_time,teenage_life,time_travel,Chases_and_races,Hopes,Imaginary,Partners,Youth,Disorder,fish_out_of_water,mad_scientist,Inventions_and_Discoveries,Escapades,Misfit,COMEDY,SCI-FI,ADVENTURE,FANTASY,20th_century,50s,Future,California,High_school,Small_town,award_winner,blockbuster,Futuristic,Hollywood_Tone,Not_Serious,Fantastic,Fast,Special_effects,,,,,,,,,,,
The Verdict,7.8,Drama,Clever,Gloomy,Thought_Provoking,Contemplative,Sincere,Suspenseful,Tense,Touching,legal_action,courtroom_drama,terminal_illness,Righting_the_Wronged,Dishonesty,Hopes,Legal,Mind_and_soul,Rivalry,Society,Power_relations,Life_is_a_bitch,introspection,redemption,doctors_and_patients,social_differences,alcohol_abuse,down_on_your_luck,workplace_situations,Injustice,fighting_the_system,Crimes,Elderly,Love_and_romance,Rebellion,Couples,DRAMA,20th_century,80s,Boston,USA,Hospital,blockbuster,critically_acclaimed,Melodrama,Talky,based_on_book,Serious,Realistic,Mild_Violent_Content,Profanity,
The Color Purple,7.8,Drama,Emotional,Gloomy,Bittersweet,Sincere,Touching,Uplifting,Sentimental,underdog,crumbling_marriage,feminism,human_spirit,redemption,self_discovery,couple_relations,parents_and_children,sexual_abuse,siblings_relations,down_on_your_luck,dysfunctional_family,Hopes,Love_and_romance,Mind_and_soul,Society,Couples,Family_problems,Family_relations,Power_relations,Life_is_a_bitch,reunion,woman_in_danger,Injustice,DRAMA,PERIOD,1900s,20th_century,USA,award_winner,blockbuster,critically_acclaimed,Melodrama,Strong_Female_Presence,based_on_book,Serious,Realistic,Slow,,,,,
The Goonies,7.8,Comedy,Feel_Good,Humorous,Exciting,Sentimental,buddies,mischievous_children,young_heroes,treasure_hunt,friendship,Escapades,Youth,Disorder,Friends,Danger,Heroes,ADVENTURE,FAMILY,COMEDY,20th_century,80s,USA,cavern,Small_town,award_winner,blockbuster,Hollywood_Tone,Semi_Serious,Realistic,Pop,Mild_Violent_Content,,,,,,,,,,,,,,,,,,,,
Missing,7.8,Drama,Clever,Suspenseful,Captivating,Tense,Thought_Provoking,Disturbing,uncover_truth,missing_person,politics,Crimes,Dishonesty,Mind_and_soul,State_affairs,Life_is_a_bitch,innocence_lost,political_conspiracy,political_corruption,political_intrigue,DRAMA,THRILLER,20th_century,70s,Latin_America,Chile,award_winner,critically_acclaimed,masterpiece,oscar_winner,Cannes_festival_winner,Prestigious_Awards,based_on_true_story,Serious,Realistic,Profanity,Violent_Content,,,,,,,,,,,,,,,
Swimming to Cambodia,7.8,Comedy,Humorous,Artists_and_showbiz,Crimes,Love_and_romance,Mind_and_soul,politics,artist's_life,DRAMA,Stand_Up_and_Sketches,COMEDY,Vietnam_War,New_York,USA,Talky,Not_Serious,Realistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Norte,7.8,Thriller,Thought_Provoking,Touching,Emotional,Bittersweet,immigrants,human_nature,parents_and_children,rich_and_poor,culture_clash,Injustice,Hopes,Mind_and_soul,Society,Family_relations,Life_is_a_bitch,on_the_run,starting_over,siblings_relations,village_life,politics,americana,family_life,DRAMA,foreign,80s,Los_Angeles,Mexico,Latin_America,USA,Village,critically_acclaimed,On_the_Road,Serious,Realistic,Slow,,,,,,,,,,,,,,,
Dreams,7.8,Drama,Atmospheric,Captivating,Contemplative,Mind_Bending,Danger,Hopes,Mind_and_soul,Chaos,apocalypse,legends_and_myths,DRAMA,FANTASY,foreign,20th_century,80s,Asia,Japan,award_winner,Episodic,Multiple_stories,surreal,Serious,Fantastic,Slow,,,,,,,,,,,,,,,,,,,,,,,,,,
The King of Comedy,7.8,Comedy,Clever,Cynical,Humorous,Offbeat,Biting,desire_for_fame,obsession,Ambition,Confined,Crimes,Danger,Mind_and_soul,Misfit,Disorder,Artists_and_showbiz,mentally_unstable,stalking,kidnapping,showbiz,nothing_goes_right,Unfulfillment,COMEDY,DRAMA,20th_century,80s,New_York,USA,award_winner,critically_acclaimed,Essential,Prestigious_Awards,Satire,Dark_Humor,Irreverent_humor,tragicomedy,Semi_Serious,Realistic,Mild_Violent_Content,,,,,,,,,,,,
Awakenings,7.7,Drama,Emotional,Bittersweet,Sincere,Touching,Atmospheric,Uplifting,human_spirit,doctors_and_patients,mental_illness,Hopes,Mind_and_soul,Misfit,Power_relations,introspection,psychological,DRAMA,20th_century,60s,USA,Mental_Institution,critically_acclaimed,based_on_book,based_on_true_story,Serious,Realistic,,,,,,,,,,,,,,,,,,,,,,,,,
Star Trek 2 The Wrath of Khan,7.7,Action,Exciting,Suspenseful,master_villain,save_the_world,vengeance,heroic_mission,space_travel,good_versus_evil,Danger,Heroes,Rivalry,Space_and_aliens,Escapades,SCI-FI,ACTION,ADVENTURE,Future,Outer_space,Spacecraft,award_winner,critically_acclaimed,Saga,Hollywood_Tone,based_on_TV_series,Serious,Fantastic,Orchestral,Special_effects,Mild_Violent_Content,,,,,,,,,,,,,,,,,,,,,
The Bear,7.7,Drama,Feel_Good,Exciting,Captivating,rescue,survival,friendship,heroic_mission,animal_life,Danger,Escapades,Heroes,orphan,Rivalry,Friends,ADVENTURE,DRAMA,PERIOD,FAMILY,19th_century,Wilderness,critically_acclaimed,based_on_book,Serious,Realistic,,,,,,,,,,,,,,,,,,,,,,,,,,
The Purple Rose of Cairo,7.7,Comedy,Clever,Sentimental,Feel_Good,Humorous,Offbeat,Witty,Bittersweet,Touching,fall_in_love,fish_out_of_water,unlikely_couple,down_on_your_luck,Life_is_a_bitch,Love_and_romance,Misfit,Couples,Disorder,crumbling_marriage,couple_relations,love_triangle,life_turned_upside_down,dull_life,Mind_and_soul,COMEDY,ROMANCE,independent,FANTASY,PERIOD,20th_century,30s,New_Jersey,USA,Small_town,award_winner,critically_acclaimed,Essential,Modern_classic,Cannes_festival_winner,Golden_globe_winner,Prestigious_Awards,Satire,Film_in_film,surreal,Postmodernism,Talky,Semi_Serious,Semi_fantastic,Partly_B&W,,
My Dinner with Andre,7.7,Drama,Clever,Thought_Provoking,Contemplative,Humorous,Witty,Sincere,buddies,introspection,Friends,Mind_and_soul,writer's_life,starting_over,haunted_by_the_past,Artists_and_showbiz,Hopes,Way_of_Life,DRAMA,independent,COMEDY,20th_century,80s,New_York,USA,restaurant,critically_acclaimed,Voice_over,Talky,Semi_Serious,Realistic,Slow,,,,,,,,,,,,,,,,,,,,
Blood Simple,7.7,Thriller,Stylized,Cynical,Clever,Suspenseful,Tense,crime_gone_awry,infidelity,murder,Crimes,Deadly,Dishonesty,Disorder,private_detective,investigation,Hitman,CRIME,THRILLER,independent,20th_century,80s,Texas,USA,award_winner,critically_acclaimed,Essential,Prestigious_Awards,Sundance_festival_winner,Dark_Humor,Neo_noir,Twists_and_turns,Voice_over,Serious,Realistic,Slow,Profanity,Strong_Violent_Content,,,,,,,,,,,,,,
Sophie's Choice,7.7,Drama,Emotional,Captivating,Contemplative,Bleak,Gloomy,Bittersweet,love_triangle,haunted_by_the_past,holocaust,psychological,Against_humanity,Confined,Love_and_romance,Mind_and_soul,Misfit,Friends,friendship,mental_illness,wartime_life,DRAMA,PERIOD,ROMANCE,HISTORICAL,20th_century,40s,New_York,USA,award_winner,critically_acclaimed,oscar_winner,Modern_classic,Prestigious_Awards,Melodrama,based_on_book,Serious,Realistic,Slow,Mild_Violent_Content,Sexual_Content,,,,,,,,,,,
Dangerous Liaisons,7.7,Drama,Sexual,Stylized,Captivating,Clever,Sexy,Tense,Touching,Biting,love_triangle,sexual_relations,fall_in_love,Dishonesty,Love_and_romance,Mind_and_soul,Rivalry,Couples,mind_game,innocence_lost,couple_relations,love_affair,DRAMA,PERIOD,ROMANCE,18th_century,Europe,France,award_winner,critically_acclaimed,oscar_winner,Modern_classic,Prestigious_Awards,All_star_cast,Melodrama,based_on_book,based_on_play,Serious,Realistic,Slow,Nudity,Profanity,Sexual_Content,,,,,,,,,
Trust,7.7,Comedy,Gloomy,Offbeat,Witty,Sentimental,Clever,Humorous,Bittersweet,Touching,opposites_attract,Love_and_romance,Mind_and_soul,Misfit,social_misfits,human_nature,self_discovery,parents_and_children,dysfunctional_family,pregnancy,teenage_life,coming_of_age,fall_in_love,Society,Youth,Couples,Family_problems,Family_relations,COMEDY,DRAMA,ROMANCE,independent,20th_century,80s,USA,Suburbs,award_winner,critically_acclaimed,Prestigious_Awards,Dark_Humor,Talky,Semi_Serious,Realistic,Slow,Profanity,,,,,,,
Rosencrantz and Guildenstern are dead,7.7,Comedy,Clever,Humorous,Witty,Offbeat,Mind_Bending,Contemplative,destiny,Escapades,Mind_and_soul,Partners,Friends,buddies,goofy_hero,misfit_partners,investigation,friendship,cause_and_meaning,fish_out_of_water,Disorder,COMEDY,PERIOD,independent,17th_century,Denmark,Europe,Palaces_Castles_and_Temples,award_winner,critically_acclaimed,Prestigious_Awards,Venice_festival_winner,Verbal_byplay,Dry_Humor,Postmodernism,Talky,tragicomedy,based_on_play,Not_Serious,Realistic,Mild_Violent_Content,,,,,,,,,,,
On Golden Pond,7.7,Drama,Touching,Captivating,Contemplative,Emotional,Witty,Bittersweet,golden_years,human_nature,parents_and_children,Elderly,Mind_and_soul,Couples,Family_relations,aging,couple_relations,family_gatherings,DRAMA,20th_century,80s,award_winner,blockbuster,critically_acclaimed,oscar_winner,Prestigious_Awards,Ensemble_cast,Melodrama,based_on_play,Semi_Serious,Realistic,Slow,Profanity,,,,,,,,,,,,,,,,,,,
After Hours,7.7,Thriller,Atmospheric,Humorous,Offbeat,Suspenseful,nothing_goes_right,city_life,fish_out_of_water,nightlife,Way_of_Life,Disorder,Life_is_a_bitch,Couples,independent,COMEDY,DRAMA,20th_century,80s,New_York,Urban,USA,award_winner,critically_acclaimed,Cannes_festival_winner,Prestigious_Awards,Farce,Dark_Humor,Twists_and_turns,surreal,Semi_Serious,Realistic,Mild_Violent_Content,Nudity,Profanity,Sexual_Content,,,,,,,,,,,,,,,,
Who framed Roger Rabbit,7.7,Comedy,Feel_Good,Humorous,Exciting,Offbeat,Stylized,Witty,Sexy,femme_fatale,odd_couple,private_detective,protagonist_as_suspect,investigation,frame_up,parallel_world,Artists_and_showbiz,Crimes,Dishonesty,Heroes,Imaginary,Law_enforcement,Partners,Power_relations,goofy_hero,showbiz,COMEDY,FANTASY,ANIMATION,20th_century,40s,Hollywood,USA,award_winner,blockbuster,critically_acclaimed,groundbreaking,masterpiece,Original,Modern_classic,oscar_winner,Prestigious_Awards,Satire,Irreverent_humor,Neo_noir,Twists_and_turns,Hollywood_Tone,based_on_book,Not_Serious,Fantastic,Fast,Animation_&_Live_Action
Torch Song Trilogy,7.7,Drama,Humorous,Touching,Clever,Bittersweet,Sentimental,gays_and_lesbians,transvestism,Dishonesty,Love_and_romance,Mind_and_soul,Youth,Couples,Family_relations,Gender,couple_relations,parents_and_children,true_love,gender_bending,COMEDY,DRAMA,ROMANCE,80s,New_York,USA,critically_acclaimed,Talky,based_on_play,Semi_Serious,Realistic,,,,,,,,,,,,,,,,,,,,,
The Big Blue,7.7,Action,Sentimental,Sincere,Contemplative,Touching,Emotional,Captivating,obsessive_quest,haunted_by_the_past,Danger,contests_and_competitions,friendship,love_affair,Escapades,Love_and_romance,Rivalry,ADVENTURE,DRAMA,ROMANCE,20th_century,80s,Europe,Greece,Ocean_or_Sea,Italy,award_winner,Serious,Realistic,electronica,,,,,,,,,,,,,,,,,,,,,,
Running on Empty,7.7,Drama,Emotional,Thought_Provoking,Bittersweet,Touching,follow_your_dream,parents_and_children,Eccentric_Family,coming_of_age,Hopes,Mind_and_soul,Society,Youth,Family_relations,hidden_identity,rebelliousness,couple_relations,family_in_crisis,haunted_by_the_past,Love_and_romance,Couples,Friends,DRAMA,independent,20th_century,80s,New_Jersey,USA,award_winner,critically_acclaimed,Golden_globe_winner,Prestigious_Awards,Serious,Realistic,Slow,Profanity,,,,,,,,,,,,,,,
First Blood,7.7,Thriller,Rough,Suspenseful,Exciting,lone_wolves,master_warrior,one_man_army,soldier,manhunt,on_the_run,Tough_Heroes,Chases_and_races,Danger,Deadly,Military,Rivalry,haunted_by_the_past,Crimes,Escapades,Heroes,Mind_and_soul,ACTION,20th_century,70s,USA,Small_town,critically_acclaimed,Hollywood_Tone,based_on_book,Serious,Realistic,Nudity,Profanity,Strong_Violent_Content,,,,,,,,,,,,,,,,,
The Trip to Bountiful,7.6,Drama,Captivating,Touching,Emotional,Sentimental,Sincere,human_nature,self_discovery,parents_and_children,Hopes,Love_and_romance,Mind_and_soul,Family_relations,Social_relations,golden_years,obsessive_quest,introspection,redemption,homecoming,small_town_life,americana,DRAMA,PERIOD,20th_century,40s,Texas,USA,Bus,Small_town,critically_acclaimed,masterpiece,oscar_winner,Prestigious_Awards,Melodrama,based_on_play,Serious,Realistic,,,,,,,,,,,,,,
The Godfather Part 3,7.6,Drama,Bleak,Rough,Gloomy,Stylized,gangsters,rise_and_fall,family_business,criminal_heroes,Ambition,Crimes,Hopes,Family_relations,downfall,parents_and_children,Unfulfillment,Life_is_a_bitch,CRIME,DRAMA,20th_century,70s,80s,Europe,USA,Italy,New_York,award_winner,Ensemble_cast,Epic,Saga,Serious,Realistic,Profanity,Strong_Violent_Content,,,,,,,,,,,,,,,,,
The Whales of August,7.6,Drama,Bittersweet,Sentimental,Touching,Clever,Gloomy,elderly_lovers,human_nature,friendship,siblings_relations,Love_and_romance,Couples,Family_relations,Friends,golden_years,couple_relations,Eccentric_Family,DRAMA,20th_century,80s,Maine,USA,Island,critically_acclaimed,Melodrama,based_on_play,Serious,Realistic,,,,,,,,,,,,,,,,,,,,,,,
Prince of the City,7.6,Thriller,Rough,Captivating,Tense,Bleak,Suspenseful,Sincere,drug_dealing,idealism,Police_Corruption,working_undercover,Police_Detective,fighting_the_system,Crimes,Dishonesty,Law_enforcement,Mind_and_soul,Society,betrayal,fighting_crime,uncover_truth,redemption,friendship,drug_abuse,social_decay,workplace_situations,Police_Investigation,against_the_odds,Partners,Rivalry,Undercover,Life_is_a_bitch,CRIME,DRAMA,THRILLER,20th_century,80s,New_York,USA,award_winner,critically_acclaimed,Prestigious_Awards,Venice_festival_winner,based_on_book,based_on_true_story,Serious,Realistic,Slow,Profanity,Violent_Content,
When Harry met Sally,7.6,Comedy,Clever,Feel_Good,Humorous,Witty,Contemplative,Sentimental,Sincere,Touching,unlikely_couple,battle_of_the_sexes,couple_relations,friendship,looking_for_love,Love_and_romance,Couples,Friends,COMEDY,ROMANCE,20th_century,80s,New_York,Urban,USA,award_winner,critically_acclaimed,Essential,Modern_classic,Hollywood_Tone,Talky,Semi_Serious,Realistic,Profanity,Sexual_Content,,,,,,,,,,,,,,,,,
Lethal Weapon,7.6,Thriller,Rough,Exciting,Humorous,Suspenseful,partners_against_crime,reluctant_partners,Police_Investigation,Crimes,Law_enforcement,Partners,odd_couple,tough_law_enforcer,drug_dealing,Police_Detective,ACTION,THRILLER,20th_century,80s,Los_Angeles,USA,award_winner,blockbuster,critically_acclaimed,Essential,Modern_classic,Verbal_byplay,Hollywood_Tone,Semi_Serious,Realistic,Fast,Brief_Nudity,Profanity,Violent_Content,,,,,,,,,,,,,,,,,
The last temptation of Christ,7.6,Drama,Tense,Contemplative,Atmospheric,Gloomy,Thought_Provoking,Sincere,clergy,tragic_hero,leadership,redemption,Religions_or_Cults,Dishonesty,Escapades,Heroes,Hopes,Mind_and_soul,Society,Unfulfillment,Life_is_a_bitch,betrayal,miraculous_event,good_versus_evil,psychological,Social_relations,DRAMA,HISTORICAL,Ancient_history,Holy_Land,Middle_East,Desert,controversial,critically_acclaimed,Essential,Modern_classic,Epic,surreal,based_on_book,Serious,Semi_fantastic,Nudity,Sexual_Content,,,,,,,,,
The Naked gun from the files of Police Squad,7.6,Comedy,Humorous,Witty,Police_Investigation,goofy_hero,race_against_time,save_the_day,Chases_and_races,Crimes,Danger,Deadly,Heroes,Law_enforcement,Disorder,master_criminal,assassination_attempt,COMEDY,PARODY,20th_century,80s,Los_Angeles,USA,blockbuster,critically_acclaimed,Modern_classic,slapstick,Silly_Humor,Hollywood_Tone,based_on_TV_series,Not_Serious,Realistic,Fast,,,,,,,,,,,,,,,,,,,
A Fish called Wanda,7.6,Comedy,Humorous,Witty,Clever,Feel_Good,Offbeat,cons_and_scams,nothing_goes_right,Crimes,Dishonesty,Disorder,buddies,hidden_identity,heist,criminal_heroes,Love_and_romance,Friends,COMEDY,CRIME,20th_century,80s,England,critically_acclaimed,Modern_classic,oscar_winner,Prestigious_Awards,Dry_Humor,Silly_Humor,Strong_Female_Presence,Not_Serious,Realistic,Violent_Content,,,,,,,,,,,,,,,,,,,
The Hunt for Red October,7.6,Thriller,Suspenseful,Exciting,government_agency,against_the_rules,mind_game,political_intrigue,political_unrest,Chases_and_races,Heroes,Mind_and_soul,Rebellion,State_affairs,politics,secret_agents,ACTION,THRILLER,20th_century,80s,Russia,USA,Submarine,underwater,Washington_dc,award_winner,blockbuster,critically_acclaimed,oscar_winner,Prestigious_Awards,Hollywood_Tone,based_on_book,Serious,Realistic,Violent_Content,,,,,,,,,,,,,,,,,
Stranger than Paradise,7.6,Comedy,Contemplative,Bleak,Offbeat,Thought_Provoking,immigrants,self_discovery,culture_clash,fish_out_of_water,Misfit,Partners,Society,Disorder,introspection,gambling,DRAMA,independent,COMEDY,20th_century,80s,Florida,Ohio,USA,New_York,award_winner,critically_acclaimed,Prestigious_Awards,Sundance_festival_winner,Irreverent_humor,On_the_Road,Semi_Serious,Realistic,Jazz,B&W,Profanity,,,,,,,,,,,,,,,,
Ninja Vengeance,2,Drama,Suspenseful, Exciting, master_warrior, vengeance, racism, Heroes, Rivalry, Society, ACTION, martial_arts, independent, 20th_century, 80s, Texas, USA, Small_town, Serious, Realistic, Nudity, Sexual_Content, Violent_Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders of the Living Dead,2.1,Thriller,Rough, Scary, deadly_creature, mad_scientist, zombie, plague, Deadly, Supernatural, prodigy, journalism, reincarnation, riddles_and_clues, teenage_life, Crimes, Danger, Mind_and_soul, Disorder, HORROR, THRILLER, independent, 80s, Island, Prison, gory, Serious, Fantastic,,,,,,,,,,,,,,,,,,,,,,,,
City Limits,2.1,Drama,Bleak, Suspenseful, gang, apocalypse, future_dystopia, plague, Crimes, Danger, Rivalry, Society, Chaos, gangsters, Deadly, Escapades, Heroes, Life_is_a_bitch, ACTION, SCI-FI, independent, DRAMA, THRILLER, Future, Futuristic, Serious, Fantastic,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior of the Lost World,2.2,Action,Bleak, Suspenseful, future_dystopia, Chases_and_races, Life_is_a_bitch, Danger, Heroes, Society, against_the_odds, lone_wolves, chase, cons_and_scams, kidnapping, Battles, Space_and_aliens, Crimes, Escapades, Imaginary, Rivalry, Chaos, SCI-FI, ACTION, FANTASY, Future, Futuristic, Serious, Fantastic, Fast,,,,,,,,,,,,,,,,,,,,,,
Soultaker,2.2,Thriller,Offbeat, on_the_run, supernatural_romance, afterlife, reincarnation, Supernatural, ghost, mysterious_character, tragic_hero, teenage_life, Chases_and_races, Deadly, Mind_and_soul, FANTASY, HORROR, independent, THRILLER, Hospital, Semi_Serious, Semi_fantastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghosts Can't do it ,2.2,Comedy,Sexual, Bleak, Gloomy, Offbeat, ghost, murderous_pair, obsession, supernatural_romance, afterlife, reincarnation, Mind_and_soul, Supernatural, murder, Deadly, Love_and_romance, ROMANCE, independent, FANTASY, HORROR, 80s, Serious, Semi_fantastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R o t o r,2.2,Action,Suspenseful, Offbeat, Imaginary, Chaos, androids_and_robots, experiment_gone_awry, technology_gone_awry, Heroes, Law_enforcement, Society, Disorder, ACTION, SCI-FI, independent, Futuristic, Campy, Semi_Serious, Fantastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Pt 6,2.3,Action,Humorous, Offbeat, Witty, dangerous_animal, government_agency, secret_agents, espionage, Heroes, Undercover, golden_years, save_the_world, heroic_mission, good_versus_evil, Danger, Escapades, Rivalry, Disorder, COMEDY, PARODY, 80s, Irreverent_humor, Not_Serious, Semi_fantastic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maniac Nurses,2.3,Comedy,Disturbing, Rough, Sexual, Scary, murder, Danger, Deadly, babies_and_infants, gays_and_lesbians, terrorism, feminism, parents_and_children, sexual_abuse, psychopath, Crimes, Mind_and_soul, HORROR, THRILLER, independent, 80s, Hospital, gory, Campy, Serious, Realistic,,,,,,,,,,,,,,,,,,,,,,,,,
Hobgoblins,2.3,Comedy,Humorous, Suspenseful, Scary, deadly_creature, track_down, Supernatural, Danger, Deadly, Imaginary, buddies, Evil_Alien, chaos_and_mayhem, legends_and_myths, Chases_and_races, Friends, Escapades, Chaos, COMEDY, HORROR, independent, FANTASY, THRILLER, 20th_century, 80s, Campy, Not_Serious, Fantastic, Puppets,,,,,,,,,,,,,,,,,,,,,,
The Lonely Lady,2.5,Drama,Sexual, Rough, downfall, showbiz, Way_of_Life, Mind_and_soul, Couples, Artists_and_showbiz, betrayal, crumbling_marriage, rise_to_the_top, mental_illness, filmmaking, Ambition, Love_and_romance, Misfit, Life_is_a_bitch, DRAMA, 80s, California, USA, Hollywood, Melodrama, based_on_book, Serious, Realistic,,,,,,,,,,,,,,,,,,,,,,,,
Tale of Two Sisters,2.5,Thriller,Atmospheric, Gloomy, Sexual, Contemplative, siblings_relations, reunion, Mind_and_soul, Family_relations, coming_of_age, DRAMA, independent, 80s, Serious, Realistic, Partly_B&W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alienator,2.6,Action,Exciting, fugitives, on_the_run, Chases_and_races, Space_and_aliens, Danger, Deadly, Heroes, androids_and_robots, benign_alien, Evil_Alien, alien_encounter, Friends, Escapades, Imaginary, Youth, ACTION, SCI-FI, independent, 20th_century, 80s, USA, remake, Serious, Fantastic, Profanity, Violent_Content,,,,,,,,,,,,,,,,,,,,,,,
Abraxas Guardian of the Universe,2.6,Action,Bleak, Rough, Suspenseful, Exciting, Evil_Alien, chase, space_wars, Police_Detective, Chases_and_races, Space_and_aliens, Danger, Heroes, Law_enforcement, Rivalry, save_the_world, future_dystopia, Battles, Escapades, Imaginary, Chaos, ACTION, SCI-FI, independent, ADVENTURE, 90s, School, Semi_Serious, Fantastic,,,,,,,,,,,,,,,,,,,,,,
Troll 2,2.6,Comedy,Scary, deadly_creature, save_the_day, child_in_danger, curses_spells_and_rituals, family_in_danger, legends_and_myths, good_versus_evil, Danger, Deadly, Imaginary, Supernatural, young_heroes, heroic_mission, parallel_world, Wizards_and_Magicians, Escapades, Heroes, Rivalry, Youth, HORROR, FANTASY, independent, 20th_century, 80s, USA, Small_town, cult, Campy, Serious, Fantastic, Profanity, Violent_Content,,,,,,,,,,,,,,,,,
Igor and the Lunatics,2.7,Thriller,Rough, Scary, criminal's_revenge, vengeance, psychopath, Crimes, Danger, Deadly, Rivalry, serial_killer, slasher, social_misfits, violence_spree, HORROR, THRILLER, independent, 20th_century, 80s, USA, Small_town, gory, Campy, Serious, Realistic, Nudity, Strong_Violent_Content,,,,,,,,,,,,,,,,,,,,,,,,
The Arrogant,2.7,Action,Rough, Sexy, on_the_run, Chases_and_races, Crimes, lovers_on_the_run, love_affair, parents_and_children, siblings_relations, murder, Deadly, Love_and_romance, Family_relations, ACTION, THRILLER, CRIME, independent, 80s, Nevada, Desert, Serious, Realistic, Nudity, Profanity, Violent_Content,,,,,,,,,,,,,,,,,,,,,,,,,
Mob War,2.7,Action,Rough, gangsters, criminal_heroes, Crimes, criminal's_revenge, gang, master_criminal, fighting_crime, going_straight, journalism, couple_relations, drug_abuse, murder, city_life, Deadly, Dishonesty, Law_enforcement, Rivalry, Society, ACTION, CRIME, THRILLER, independent, 20th_century, 80s, New_York, Urban, Serious, Realistic, Profanity, Violent_Content,,,,,,,,,,,,,,,,,,,
You talkin to me,2.7,Comedy,Humorous, Touching, actor's_life, underdog, follow_your_dream, down_on_your_luck, Artists_and_showbiz, obsessive_quest, showbiz, filmmaking, Ambition, Way_of_Life, Mind_and_soul, Society, COMEDY, 80s, Los_Angeles, USA, Semi_Serious, Realistic, Profanity, Violent_Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
